id,revenue
3132,18260054.060555503
3133,-364296.2897475248
3134,30865941.18914733
3135,-194997.9137292968
3136,11629214.328061668
3137,140260652.6153351
3138,1239852.7826190148
3139,42258640.43769282
3140,96073928.40394452
3141,17381547.17324407
3142,6701778.089715058
3143,132389275.6213055
3144,5587570.846457805
3145,3885828.7102541756
3146,30220332.959610995
3147,26638728.88155515
3148,17479529.543695636
3149,60185057.76401102
3150,84223252.21211682
3151,11715202.648389475
3152,9221816.484320737
3153,5074039.968161474
3154,16907287.05196211
3155,29776953.0809878
3156,9319176.519551419
3157,5221270.662940742
3158,139122506.20877206
3159,5795827.682892236
3160,26255235.2917423
3161,6947769.549040243
3162,6476621.221756264
3163,102232255.5715926
3164,11579571.802014012
3165,1243929.9026965317
3166,9016474.844318192
3167,84294405.06874624
3168,3153118.79955936
3169,29748963.53039871
3170,3400112.0270187333
3171,72818637.02654454
3172,28814721.93634981
3173,-2083074.2586021433
3174,5224710.793826301
3175,35469348.47732754
3176,55014643.78302412
3177,97927344.66299832
3178,8311365.605621009
3179,11544213.757750591
3180,14545813.507046863
3181,-27264023.07156496
3182,180322625.2374483
3183,34090393.651494175
3184,40921301.40279064
3185,82595932.25966129
3186,116136175.32720813
3187,12335013.994055899
3188,26095842.542722676
3189,43754755.17352961
3190,36065110.41699844
3191,57109813.352501616
3192,68824690.73245735
3193,437525253.6928263
3194,64106973.2310084
3195,-2009810.776419092
3196,18309901.448856294
3197,23791241.204147432
3198,175444893.50582612
3199,266413590.30683458
3200,18786017.50234961
3201,17806205.415726803
3202,25756748.520044506
3203,2964723.457018963
3204,10600856.119764509
3205,11888946.914117377
3206,23917623.9589073
3207,36710095.79052992
3208,10851451.158196153
3209,14087538.588224683
3210,684224041.5036247
3211,-1477103.8229891094
3212,42332652.91724114
3213,131370936.51980107
3214,4880080.413590295
3215,-9911545.067295644
3216,22589509.601372086
3217,401426463.6815522
3218,33413799.558150213
3219,3061444.378146543
3220,220224717.24504247
3221,22036795.208332263
3222,1999486.862195199
3223,37397536.243198104
3224,5240950.8481336385
3225,32730009.345732894
3226,17962041.46024062
3227,85739488.47066124
3228,258566691.62970093
3229,190111324.557858
3230,83631254.72195686
3231,64990930.48877479
3232,56005904.06524604
3233,12348242.345962085
3234,-45015.3138638369
3235,18731716.34031887
3236,-693991.6876959229
3237,32141286.322026636
3238,4613503.036170826
3239,8601948.731542176
3240,381069054.72345847
3241,674362.2051017893
3242,8411585.528044121
3243,-1992880.8071097485
3244,1159105.2776717166
3245,28426361.170848235
3246,29922115.699365336
3247,35670254.34185293
3248,99157574.1051113
3249,36805881.40019012
3250,422395772.0632865
3251,8893379.362899119
3252,34638314.67058867
3253,62391904.66828706
3254,8024121.849439778
3255,3058965.1676343754
3256,31820966.11801847
3257,23666171.892829053
3258,19610333.668218955
3259,32608445.21172423
3260,3599037.6263501276
3261,608381618.3264745
3262,50784956.04355837
3263,8752948.216930924
3264,-6095319.363193457
3265,4437992.445359613
3266,3111946.321212946
3267,35881907.889063194
3268,-462567.0153959581
3269,60843782.99492505
3270,94348964.55644406
3271,3670454.7940059598
3272,20668513.124486048
3273,24979924.321308568
3274,518097987.16455144
3275,27679316.02949138
3276,9063716.326265
3277,5765232.750058473
3278,46718485.674359545
3279,32458964.013586458
3280,262387888.83874357
3281,6053323.946374446
3282,4614145.076871752
3283,365853074.5455725
3284,77034041.30423915
3285,83819486.60675621
3286,1950026.778892239
3287,19422532.360614363
3288,6679668.183091466
3289,53614027.24283749
3290,130875368.91059302
3291,31311747.221402686
3292,289196296.71524185
3293,52595699.17452623
3294,4448476.6463554865
3295,21106144.636624128
3296,5704083.534894445
3297,5227446.517606729
3298,72049161.71985726
3299,-6384869.824867292
3300,54625160.94944161
3301,567909.1497936688
3302,3906256.5351576153
3303,5995508.12290941
3304,58103.78146136762
3305,106135449.41924748
3306,45122.82253534456
3307,35304233.85677204
3308,12129209.460260307
3309,-5182259.046264357
3310,14648899.648614358
3311,34045584.496327795
3312,16965223.011724934
3313,35629276.584679805
3314,24164262.478774477
3315,55996147.76315125
3316,17990612.221141018
3317,5914267.673878317
3318,16197821.452421883
3319,7335486.655004538
3320,10063922.082760142
3321,32727529.82292353
3322,15503000.92564506
3323,171830818.38688797
3324,27567039.412096664
3325,91803027.04133159
3326,218552885.64163485
3327,116194847.55025843
3328,60877222.66996699
3329,-1931846.0319539043
3330,186144504.33418995
3331,3694089.566510346
3332,43760740.026450425
3333,302975756.4340456
3334,27688168.697449267
3335,44211532.09019806
3336,87686813.4912477
3337,-1953012.232753219
3338,25849822.295845028
3339,-4411957.508269709
3340,101490093.67027022
3341,31202856.191716924
3342,68244877.40892072
3343,35151700.968215615
3344,-3160772.4938415983
3345,24612578.848681495
3346,55231735.42824924
3347,-8885677.726379894
3348,61727303.91673195
3349,99645936.17605063
3350,312453739.47133136
3351,38165100.51403534
3352,-577509.1775381448
3353,106695891.51161927
3354,44997233.2056831
3355,12124659.094390519
3356,46455559.858993456
3357,226680.69305434043
3358,15686774.404762438
3359,57681581.52073001
3360,4884631.104101849
3361,111440463.67542547
3362,-2913617.793544909
3363,12958003.82192357
3364,13062093.216091812
3365,817310.4579512636
3366,70994490.24540481
3367,76251883.7345761
3368,4386963.73798731
3369,60062902.59213688
3370,154120977.73520714
3371,35375855.143062
3372,48951265.89358723
3373,53717581.70233323
3374,17562957.535081074
3375,40559050.586549096
3376,33012495.909878537
3377,6027474.7633967595
3378,32804789.851472467
3379,243555854.96636954
3380,68449532.86629625
3381,6327877.834078926
3382,6347492.708772735
3383,3878161.5291847843
3384,69975944.2806247
3385,105794282.87037726
3386,928381.7464177924
3387,27345499.324193686
3388,60882030.26866192
3389,940794003.47814
3390,16329145.015231906
3391,48483315.56933846
3392,32429011.802284595
3393,5538159.908279248
3394,90139876.7795451
3395,178433018.89649272
3396,11044680.936731739
3397,5258985.599316343
3398,386424703.971956
3399,83206710.94435169
3400,40597458.38151828
3401,-5512760.613663715
3402,-4735021.588773629
3403,209605654.5443653
3404,24966862.944355812
3405,24367261.186329532
3406,188605649.41463202
3407,243798744.97310728
3408,4060734.009392467
3409,4022445.022935338
3410,81667225.71094789
3411,58699177.98840762
3412,2960900.5858960943
3413,30112108.524425186
3414,186640.93642395342
3415,11734465.091963919
3416,154783816.67892495
3417,75061319.72178681
3418,42138572.21792097
3419,401918006.04961485
3420,8942710.056224039
3421,43351093.15890028
3422,-3503598.4657730036
3423,487104705.249905
3424,8207899.044382488
3425,8482744.081230052
3426,32700384.18988505
3427,20930316.041926138
3428,3801607.2470158525
3429,50716202.172569044
3430,649135895.2385101
3431,9473213.447118448
3432,5005076.721475605
3433,11029682.239978677
3434,23694950.25283973
3435,332908714.2270618
3436,182621093.4907245
3437,6648297.571642116
3438,23840073.27880631
3439,31540983.934622195
3440,48814855.524799936
3441,48779031.36989441
3442,-32304.068011943215
3443,-5164515.882604715
3444,-6745269.993500267
3445,86511456.6842463
3446,14169145.515940083
3447,4084968.2671147157
3448,43527980.631689765
3449,23308643.11277914
3450,97839764.21326596
3451,37069886.58199674
3452,60703313.94537516
3453,53392006.836203285
3454,40935895.547082126
3455,4020772.413780492
3456,135797470.94544217
3457,47054696.10402164
3458,16416254.816096269
3459,846057290.5845907
3460,45033187.085288815
3461,25843104.772716988
3462,11730766.568992922
3463,28201067.07653013
3464,-1361232.1302390816
3465,55370313.2275461
3466,21156205.113524597
3467,25073029.155499686
3468,79568915.1195287
3469,11871473.903575126
3470,-694579.1102993141
3471,75892930.72902215
3472,-3019068.22739601
3473,72774310.5229337
3474,70151665.54218988
3475,260103173.21180898
3476,987847.5196503794
3477,23788431.4519064
3478,16663837.27516201
3479,334194919.1122864
3480,10822702.890769
3481,18163482.860744156
3482,2560850.3639867916
3483,2342563.14523037
3484,6334919.247813065
3485,75708580.97330528
3486,133214992.84052595
3487,99942636.88533705
3488,285752157.456053
3489,9425549.423160076
3490,34911772.79872143
3491,30187898.44653797
3492,11489498.684744062
3493,31720580.72275046
3494,22238527.5530918
3495,117319797.50696652
3496,6283550.797156389
3497,39612100.32750561
3498,91358604.28224288
3499,14397926.4538659
3500,-1697341.8693580758
3501,70498378.87412833
3502,49738715.53949649
3503,50649185.97598892
3504,98599411.79791348
3505,-1815101.0748552787
3506,104592478.4313361
3507,219357174.13733435
3508,5446721.184503987
3509,3827501.3133899574
3510,22634999.828785896
3511,89872654.04191484
3512,192980993.41600335
3513,12991209.138883526
3514,1088185.3073854516
3515,20421227.087480087
3516,75218315.92150079
3517,806151313.0285803
3518,43400284.41157295
3519,35351898.64608689
3520,7865662.622691942
3521,-7181401.53826961
3522,33703312.32510984
3523,48579877.800562635
3524,52587444.49867502
3525,171230299.73196906
3526,68223935.05659577
3527,49663675.094606794
3528,4988938.391098347
3529,433701730.4755862
3530,54526255.6652352
3531,158266326.96304777
3532,95387773.46017027
3533,30646784.794517376
3534,27374450.92137421
3535,194535493.6791845
3536,5594468.922658945
3537,34804062.16530009
3538,97184160.39853707
3539,46704805.30673403
3540,31750820.51939814
3541,19931854.720531873
3542,62362827.232592
3543,1641908.652148385
3544,65657697.49190457
3545,3106109.2443685806
3546,4010747.3256409145
3547,129446174.16762109
3548,325611112.15393597
3549,-6829110.525963817
3550,211530342.70566556
3551,86112359.06043318
3552,111638783.92193279
3553,15762984.239208063
3554,138396992.4081959
3555,223057824.69477898
3556,4635615.613883892
3557,11137826.418721313
3558,180328027.6895844
3559,35870254.88011973
3560,3443731.878105692
3561,98150063.81119469
3562,7495471.599680097
3563,6321944.22528109
3564,10770403.86159771
3565,14108494.266233958
3566,122668307.81277348
3567,-3520227.66967264
3568,20591949.65882093
3569,156418376.06294912
3570,-312282.3572552743
3571,57932103.535681106
3572,213218259.85722616
3573,6815288.407332168
3574,26249696.780361783
3575,10387569.676826103
3576,12557921.319925843
3577,34393408.18095333
3578,23579609.03398851
3579,48455225.01152065
3580,34499244.03306764
3581,37503108.312251225
3582,150114605.28175986
3583,2632677.6837716918
3584,74678526.03909563
3585,41290098.08205584
3586,41611235.67539513
3587,4122713.6647075573
3588,8239519.508030375
3589,56084644.68051634
3590,52898356.733314276
3591,376948748.2186057
3592,6553276.2819100795
3593,2455380.0513817356
3594,26938588.441617835
3595,40813300.187803514
3596,8828610.771293111
3597,-1806849.1426283936
3598,41561038.51876209
3599,-12585953.222284662
3600,9707808.883093948
3601,6205926.367926437
3602,-1569981.9341110662
3603,6391816.545039416
3604,296348.92732893315
3605,60186387.8291847
3606,-4138157.3084765477
3607,46527334.86806431
3608,267082548.7549644
3609,26211694.8819124
3610,25574777.566635694
3611,6752382.844754521
3612,-477416.5637433417
3613,13670612.33162374
3614,108441286.42870216
3615,70126235.67108384
3616,16588779.372134043
3617,14607800.261047084
3618,115736015.76510191
3619,-9362225.499684867
3620,173972686.26194197
3621,289074193.02006143
3622,397636100.82322884
3623,126184382.6353354
3624,-983781.2036240668
3625,10113761.882674085
3626,31014118.84152255
3627,12118582.953152433
3628,247299456.5308362
3629,3603428.7246102276
3630,1793685.9827212729
3631,123708850.603049
3632,-6025846.901224011
3633,87596600.42175914
3634,-6497604.958198531
3635,12527502.170363052
3636,51077473.19031512
3637,10257859.537440902
3638,18309944.759957585
3639,117815637.25596568
3640,376744593.075244
3641,9005833.096878588
3642,12458003.448009066
3643,-2927407.2228212473
3644,21417139.807101563
3645,35906740.80803491
3646,-9810502.269539978
3647,23001490.92413207
3648,10054913.774460465
3649,20862926.426797617
3650,51786612.29661564
3651,601487718.0199734
3652,32452628.68352692
3653,279702926.8175866
3654,22495742.937854126
3655,17037730.52990271
3656,68479788.8243771
3657,-2715223.7788666887
3658,-38712.118552503154
3659,104347270.91010447
3660,275952107.92066693
3661,46312488.36183374
3662,30627547.926816646
3663,434910855.78768504
3664,-1405605.2123649395
3665,-789386.5658844648
3666,5044207.142785479
3667,121392918.24123761
3668,81889461.37339984
3669,19359.663192748794
3670,48334804.067889675
3671,30393612.907596365
3672,6028995.010652139
3673,121550927.16477974
3674,16691297.474899333
3675,184348267.4752738
3676,141254609.51266408
3677,10137440.745833844
3678,24838018.339520525
3679,80562718.04005222
3680,20805165.737464402
3681,9309905.271659452
3682,143426549.07325122
3683,8483474.346808258
3684,89973092.170516
3685,136090819.5835421
3686,14032083.04500448
3687,183156339.70929718
3688,15070338.74117831
3689,498471.65198484424
3690,53127774.43968033
3691,11664207.555352392
3692,3655686.254340505
3693,104349588.25111909
3694,161231858.3363319
3695,99750792.84436417
3696,-273309.58059313917
3697,12555836.523305025
3698,52889442.044943415
3699,-8034740.909092042
3700,33442836.6254898
3701,40051105.51993896
3702,-368357.82216494414
3703,107165149.97376643
3704,105716157.35619275
3705,32878929.44619258
3706,94933535.62231609
3707,-1592114.2860040981
3708,17774569.986767553
3709,203319294.28606883
3710,1612892.3696183865
3711,1463982.4373825146
3712,127677532.47343364
3713,78481.9800030858
3714,8202365.818654649
3715,38972901.19552946
3716,20101411.57880264
3717,1352650.8045705548
3718,27737792.634718727
3719,47349243.18789396
3720,6292126.874231675
3721,3959346.639861733
3722,56495010.67576584
3723,-3123700.630567753
3724,15704438.341868874
3725,47323719.85330921
3726,9700993.363364747
3727,111024221.34079191
3728,208410971.49786097
3729,15665000.695970552
3730,86959434.93236826
3731,142940886.36414135
3732,17777525.090997573
3733,236087424.70569366
3734,422191012.38783425
3735,54473268.36219096
3736,16356069.547304932
3737,10055028.733225254
3738,-528089.9086505683
3739,15118614.355673002
3740,28052826.75910295
3741,11661406.00017037
3742,103910218.2513391
3743,97201429.76377735
3744,202509322.87083247
3745,28363942.908188477
3746,270923644.84832853
3747,-1290431.0541486193
3748,12975020.641645288
3749,19659506.904086974
3750,3346046.0564152207
3751,22893005.636678457
3752,8117597.802969736
3753,7362367.6887750365
3754,84949242.02416514
3755,76306976.8215342
3756,23696149.768927813
3757,241093255.0896987
3758,156062034.1503468
3759,11945994.713122966
3760,199392783.28273666
3761,28241653.056179825
3762,248329989.66879684
3763,50832403.333072916
3764,21455224.10506575
3765,-2598600.925705716
3766,8170206.56733366
3767,17842138.418218087
3768,27510886.749480635
3769,-2719345.873598056
3770,7155356.8613470765
3771,60591240.93688304
3772,5204716.912978804
3773,42828286.84338338
3774,24404166.672583196
3775,142122080.87396315
3776,61197695.39720123
3777,11590681.925936308
3778,-340489.5704844957
3779,23206493.526101854
3780,-3724593.2638437795
3781,55852627.174290195
3782,16622148.164818985
3783,36750856.59805079
3784,10502660.233004427
3785,252931014.43534875
3786,2932010.0905695837
3787,177723647.84901273
3788,593359401.6310881
3789,52938788.53007326
3790,1985997.5876523373
3791,902634.7968873708
3792,-4491580.704882494
3793,-3686919.5563678015
3794,1305690.5975925787
3795,326851243.06706506
3796,11987504.075113626
3797,2967982.1160931652
3798,65523357.270234875
3799,9409857.84488342
3800,8115644.380545431
3801,103422753.51123795
3802,8648053.220239697
3803,44083861.06766398
3804,-2742385.723827461
3805,18037364.13036276
3806,108274238.70797911
3807,10132566.095181942
3808,-620050.5102790014
3809,38412963.79469137
3810,18436766.479913928
3811,50983557.2196595
3812,3017770.4211543985
3813,10391041.692626962
3814,8785512.870545244
3815,167408269.31139016
3816,143567081.59628755
3817,188566997.16935915
3818,53800364.84837104
3819,44280814.55333471
3820,82023121.61185613
3821,87406056.28310801
3822,24889782.28787784
3823,-301860.91388078034
3824,27905098.909556914
3825,28500013.562432673
3826,44482726.10377717
3827,99251538.32157809
3828,7680073.772250302
3829,10894279.044786267
3830,41829611.66406929
3831,-1394882.8351520938
3832,324273731.0743679
3833,32549413.661365055
3834,-9630449.923021233
3835,25745892.96840063
3836,4376170.76439441
3837,32342062.39703371
3838,141766380.84715596
3839,-1744277.8136158288
3840,49743590.90843538
3841,3121999.16405808
3842,24091144.47177659
3843,14539242.032205902
3844,19529276.608258855
3845,2761301.3329692637
3846,-1300607.9480788028
3847,5738002.104024984
3848,-3917795.2735964153
3849,65490044.95895676
3850,23586304.28949715
3851,47946797.17422449
3852,1680159.319937481
3853,96734497.03436804
3854,3753443.577450737
3855,2987778.5210485705
3856,33352850.239046838
3857,538352434.6618893
3858,6046033.817367521
3859,22940533.662171986
3860,52000900.09071332
3861,94793255.27434342
3862,-7160658.0928752385
3863,51780743.78986907
3864,84474713.5530555
3865,90811520.45765474
3866,-11945081.645778475
3867,65965791.21880842
3868,-7138209.849966849
3869,59307692.61389902
3870,100526242.13773526
3871,527337467.35444695
3872,40522092.94741133
3873,31175103.29283052
3874,1675918.0490198254
3875,12050319.666562619
3876,12752104.507189889
3877,94740966.28849287
3878,107584686.02217472
3879,387803176.5710781
3880,13578705.9697363
3881,-166555.99383058204
3882,4004893.616611
3883,4173585.1153544476
3884,269092488.78538066
3885,9005119.801033039
3886,33906754.19017079
3887,13168297.238892995
3888,1597208.3501462773
3889,65097945.00648852
3890,136685624.97700197
3891,42183098.66795349
3892,9700863.516561208
3893,383296793.5331086
3894,95768687.90395075
3895,55031569.142629236
3896,63946993.09837165
3897,38476103.9037212
3898,29904806.537979092
3899,533348927.9510249
3900,134054150.58462584
3901,13694061.143463574
3902,-11428992.507239789
3903,11853231.2793356
3904,6771298.982375812
3905,26810840.01657956
3906,111751315.02831309
3907,8108170.579491605
3908,48017533.49808137
3909,-6743780.797448583
3910,31696930.678995606
3911,1019073.0176365667
3912,17623328.85534208
3913,145562798.42911437
3914,16651423.266407846
3915,314228243.90046966
3916,1115644.1267463677
3917,17840056.302956257
3918,5537853.265065596
3919,61595038.33004219
3920,51640255.856655516
3921,-6691592.637744562
3922,11329788.423244832
3923,75658151.10533383
3924,37637633.5724427
3925,181448750.18760693
3926,-202236.61377250048
3927,78503100.54302992
3928,107281217.5815305
3929,98212363.48906708
3930,29732117.521846756
3931,-6762556.945973982
3932,1771154.598573363
3933,29603985.46179048
3934,92754402.12896577
3935,-1061384.6807144359
3936,8848133.15782796
3937,256546077.31274483
3938,29528232.60052719
3939,70403490.58701175
3940,17252259.67059364
3941,29819375.631838065
3942,218927434.93785176
3943,904362524.9897108
3944,13968661.383814048
3945,22405942.319297668
3946,6750688.668699794
3947,75097831.31637774
3948,5706638.775022154
3949,24213126.510096155
3950,12153089.794655846
3951,14645321.053537192
3952,60040145.15745903
3953,82081588.31045605
3954,491491552.4421421
3955,9573541.330966614
3956,74605739.97864236
3957,17062252.008578897
3958,1241241.5921013495
3959,5770877.928806908
3960,6737715.369486554
3961,54921141.042798325
3962,-13504091.14295121
3963,20524843.795761667
3964,824917646.5775626
3965,83230560.03336534
3966,31221552.37012594
3967,339995025.1610381
3968,29832304.477559935
3969,19910736.58314991
3970,73749045.92275639
3971,30237551.460833855
3972,44430979.69326345
3973,48551605.409557305
3974,8932464.260543896
3975,247329573.18573418
3976,56615560.29037406
3977,133021654.12811077
3978,287957380.25036794
3979,14198189.433549114
3980,-6019553.574258898
3981,2473699.0839043376
3982,20941899.09221306
3983,18947323.648179248
3984,90494611.67792062
3985,13563117.029508939
3986,1223116262.9953942
3987,36397174.84038807
3988,42632744.94887346
3989,16167839.81482575
3990,29434744.85297208
3991,470260.11696808296
3992,14444981.496232802
3993,18439382.590037387
3994,38993709.4189217
3995,62831049.88969458
3996,58981486.41485108
3997,19692088.53287892
3998,178872608.63701272
3999,20240852.383790694
4000,36391786.372232996
4001,28496963.08606202
4002,214769463.41265982
4003,3162991.733526697
4004,81001643.8582696
4005,5315483.430149444
4006,68203353.36147287
4007,-2304270.778054686
4008,16431864.49735644
4009,15390487.066349937
4010,6632747.6788701555
4011,29112470.85678094
4012,202833064.46745682
4013,92869714.10530579
4014,-250724.03996733236
4015,70411163.97060272
4016,25582642.97987179
4017,21303798.70655262
4018,45806631.49114907
4019,331886679.5797995
4020,15210472.116238065
4021,139368423.366844
4022,53114982.943978116
4023,232872810.52276886
4024,37343407.45510233
4025,2951378.899278752
4026,81748031.82128327
4027,22462373.148044705
4028,7141667.56804019
4029,-1978255.425917381
4030,48409362.015983365
4031,70475781.26608899
4032,24697290.652037524
4033,-106237.87484461055
4034,12100696.86114741
4035,68025740.69420978
4036,-9315830.528232079
4037,16245585.590710428
4038,-3578513.1649927385
4039,27192736.640921585
4040,-14164541.851453697
4041,880356.1081843234
4042,38651614.94591352
4043,-1392007.8508496895
4044,84645337.46429826
4045,112990379.06220888
4046,6447682.614882391
4047,603532589.6487032
4048,13848228.571730003
4049,6153689.245111738
4050,-6816331.477943955
4051,496764478.6966929
4052,28014567.898175094
4053,-747348.7358735375
4054,-3526664.3330252753
4055,-1096964.9816237497
4056,17503468.613484904
4057,1249655.5636215615
4058,27082605.70887606
4059,4171977.632571872
4060,68468876.1520083
4061,273541843.582115
4062,25440223.127385862
4063,21272397.193830498
4064,395957858.4933967
4065,58762168.17415357
4066,25506800.204060376
4067,7677209.606491405
4068,11493582.92584533
4069,31499795.762553476
4070,29165758.70840041
4071,1454551.8097373839
4072,26723211.27467692
4073,235608333.82497197
4074,8717441.176160384
4075,14876374.060124641
4076,25301359.95976138
4077,370344371.13289547
4078,17697971.69271279
4079,76036862.90604363
4080,-4316475.029888852
4081,15434025.770073442
4082,255383646.3695373
4083,60966469.42444764
4084,673164.5002382898
4085,165675670.41967574
4086,228450951.3445654
4087,30438539.946078632
4088,76664409.55042706
4089,18371892.42976955
4090,-704803.3189531192
4091,41851587.809112564
4092,58042956.069881976
4093,21217381.567200895
4094,9572810.965025937
4095,252351854.3149133
4096,23129390.226276185
4097,117199699.35625236
4098,12149289.665123105
4099,10700831.09797906
4100,65671694.18678603
4101,70200465.6400167
4102,-3494701.370830233
4103,26762916.59753824
4104,3819707.9600524367
4105,-7338945.755005914
4106,-4552185.022147755
4107,-843166.0121412411
4108,14398099.136289662
4109,-486917.56588912546
4110,38997802.687490836
4111,11443518.7711547
4112,49644278.247307785
4113,-4402812.908912623
4114,81347967.20400283
4115,12553168.763710855
4116,38832211.23429717
4117,-4066988.728768318
4118,40852427.571301386
4119,37760925.72630532
4120,-7033982.750666918
4121,1988375.3357026437
4122,161237966.96661407
4123,604991.288491137
4124,104226513.06917068
4125,18898996.945977878
4126,35896259.77599504
4127,8406767.282523012
4128,13660760.152359977
4129,5542195.984074331
4130,6102470.218020767
4131,101484169.65442802
4132,64674308.96879749
4133,69467514.84505382
4134,21201615.026078578
4135,18701333.768433638
4136,476708084.39395756
4137,-5595232.2802139
4138,36030897.58596355
4139,9595781.080659432
4140,25841137.413587112
4141,2339490.85306204
4142,129816697.37505983
4143,43387809.36235665
4144,4113387.458206953
4145,34999088.36015798
4146,27579596.351599153
4147,-1994013.0970226633
4148,13772992.86390214
4149,-3808113.967792457
4150,13138181.947628437
4151,5032812.024514224
4152,26767475.967899784
4153,88227994.14077969
4154,6992316.530784693
4155,13970399.036353825
4156,8333559.4989647325
4157,10410617.995874131
4158,30434835.81250029
4159,68340672.82702763
4160,293356103.0899206
4161,24652343.28153659
4162,28730486.154818196
4163,158835055.9571201
4164,1394055.056911732
4165,12146201.61611801
4166,5791558.487554443
4167,75254175.15191297
4168,3082833.4560505734
4169,12613921.751926636
4170,26803056.131533183
4171,85715386.27659339
4172,69526055.11490501
4173,1022626.0563892771
4174,9901466.64238423
4175,22412547.96169617
4176,36773976.31041359
4177,3555887.7285194825
4178,447141051.7805329
4179,856484.9039488481
4180,93869551.12015441
4181,40188112.89169131
4182,6022682.803381365
4183,81501898.29751223
4184,22432186.68363381
4185,-4829501.12022324
4186,8035730.23622724
4187,44886822.10264356
4188,3654918.397542135
4189,565487.4589946567
4190,5581640.769374539
4191,-1126068.2159502883
4192,-3974439.909981611
4193,215914525.03971967
4194,93931196.75397834
4195,40664466.370096184
4196,16485771.604563853
4197,31108897.55438888
4198,2179842.242319401
4199,4475739.970615966
4200,67534487.96099551
4201,59072301.3927096
4202,80677718.59367174
4203,11986844.590696508
4204,48412309.718524545
4205,11709423.937833978
4206,21567409.178657144
4207,386080815.9011141
4208,607189543.2422132
4209,12756558.027844643
4210,91583477.30894272
4211,56173515.24573543
4212,265040020.6035381
4213,-2305.2975136883742
4214,32756379.452686775
4215,7143016.913452362
4216,3255824.0028621447
4217,24869772.612629727
4218,35301157.588537894
4219,16236377.13013535
4220,21951332.608280323
4221,1102684.1524119405
4222,6438180.169101409
4223,42009834.21369211
4224,2239431.1815203014
4225,39725596.43312907
4226,51447010.99111059
4227,13221225.987196723
4228,-3304092.3868188593
4229,82242541.9999614
4230,50809820.951221205
4231,5299322.109180936
4232,25614385.255342416
4233,83137976.43244734
4234,23444216.010201175
4235,6745898.872230283
4236,5355481.565738776
4237,9906328.007156461
4238,21699336.066342205
4239,139118487.27936837
4240,165105884.65075415
4241,209929914.97869432
4242,19302221.791464295
4243,-1270264.1559275389
4244,56164079.16878019
4245,-41377.21045243906
4246,10458212.723807374
4247,50096468.66109909
4248,-1963365.239713817
4249,39581234.6394426
4250,39965481.309894785
4251,13504319.626279123
